ID_REF,GSM96454,GSM96455,GSM96456,GSM96457,GSM96458,GSM96459,GSM96461,GSM96462,GSM96463,GSM96464,GSM96466,GSM96467,GSM96468,GSM96469,GSM96470,GSM96471,GSM96472,GSM96473,GSM96474,GSM96475,GSM96476,GSM96477,GSM96478,GSM96479,GSM96480,GSM96481,GSM96482,GSM96483
1,8.916687,0,1.423235,1.753486,2.384516,2.748125,2.162442,0.440947,1.599973,2.863151,3.270494,1.465862,1.30868,2.195177,0,0,0.288967,0.271961,1.161566,0.333659,0.108068,0,0,0,0.039647,0,0,0
2,0.984519,0,0.201923,0.418299,0.614557,0.022791,0.22883,0,0.326064,0.725076,0.826134,0.046059,0.850442,0.371289,0,0,0.257111,0.224908,0.589587,0,0.049857,0,0,0,0,0.117562,0,0
3,8.521283,1.396214,5.939047,5.212416,7.767108,5.175975,6.52596,1.996532,3.188851,6.458043,5.227014,5.164382,2.627316,5.620323,0.93996,1.364581,3.684356,6.632177,1.811807,3.338376,1.029706,1.981267,2.143346,1.748842,2.543808,3.473272,1.540824,1.528174
4,0.44659,0,0.536249,0.334595,0.774276,0.3709,0.531093,0.396178,0.336694,0.756075,0.929535,0.230301,0.394787,0.101946,0,0,0.286626,1.159996,1.229087,0.401173,0.211169,0,0.17827,0.172782,0.474135,0.34412,0.015484,0.023176
5,0,0,0,0,0.181362,0,0,0,0.049641,0.025741,0.110062,0,0,0,0,0,0,0.137853,0.98702,0,0,0,0,0,0.003383,0.130076,0,0
6,0.3353,0,0.291286,0,0.320464,0,0,0.070277,0.332031,0.13141,0.563716,0.006617,0.152376,0.149507,0,0,0,1.035899,1.32286,0,0.05169,0,0,0,0,0,0.14782,0
7,0.713659,0,0.088049,0.132958,0.265823,0.189102,0.072325,0.080761,0.284596,0.321155,0.508501,0,0.163252,0.362804,0,0,0,0.223378,1.782123,0,0,0,0,0,0,0,0,0.006394
8,1.916745,0.367672,1.045196,1.015245,1.50671,0.906729,1.101285,0.456795,0.859507,1.029713,1.23745,0.694323,0.925309,0.675297,0.059702,0,1.964815,1.985174,1.321714,1.140168,0.435592,0.54807,0.705567,0.547298,1.106544,0.988894,0.023379,0.865746
9,0.045454,0.530522,0.267341,0.032429,0.184944,0,0,0.032585,0.173295,0.157039,0.456598,0,0.198861,0,0,0,0.351025,1.52013,1.111071,0.419863,0.474474,0.153024,0.025057,0.029673,0.581367,0.740092,1.126086,0.13592
10,0.31778,1.427381,0.859509,0.686729,0.926952,0.585698,0.671382,0.553063,0.419151,0.981196,0.618508,0.197137,0.543495,0.180439,0.512799,0,1.057805,2.213267,0.896052,1.315216,0.372474,0.725402,0.560796,0.441118,1.21757,1.602863,0,0.410597
11,0,3.198941,0.276679,0.037121,0.149201,0,0,0.402805,0.237816,0.159961,0.419874,0,0.026103,0.067923,0.088274,0.332551,0.339419,1.143142,1.812674,1.129357,0.492525,0.489707,0.602152,0.716393,0.719206,1.457602,0,0.121543
12,0.345663,0.511472,0.347148,0.124193,0.267444,0.347686,0,0.12745,0.216124,0.322144,0.625519,0,0.054533,0.262278,0,0,0,0.649548,0.802398,0,0,0,0,0,0.165103,0.092111,0,0
13,0,0,0,0,0,0,0,0,0.012978,0,0.192732,0,0,0,0,0,0,0.283892,1.115321,0,0,0,0,0,0.034147,0,0,0
14,0,0,0,0.001049,0,0,0,0,0.024477,0.010739,0.14612,0,0,0,0,0,0,0.357271,0.408821,0,0.288328,0,0,0,0,0,0,0
15,0,0,0.083328,0.074618,0,0,0,0.089861,0.096286,0.090556,0.311212,0,0.08905,0,0,0,0.523825,0.738458,0.793883,0.040608,0,0,0,0.065559,0.183895,0.349335,0,0
16,0.83233,0,0.370808,0.222868,0.305844,0.220213,0.099605,0.129417,0.128672,0.454637,0.394341,0,0.078106,0.325504,0,0,0,0.012542,1.430779,0,0.091683,0,0,0,0.036889,0,0,0
17,0,0,0,0,0,0,0,0,0.06478,0.272993,0.101025,0,0,0,0,0,0,0.146538,1.121756,0,0.08124,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0.124446,0,0,0,0,0,0.005765,0.107958,0.769162,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0.197981,0,0,0,0,0,0.102604,0,0.442738,0,0,0,0,0.095736,0,0,0,0
20,0.253523,0,0.233181,0.104672,0.046843,0,0,0.044953,0.129949,0.159457,0.366758,0,0.091536,0.035048,0,0,0.530308,0.585637,0.52228,0,0.025156,0,0,0.176572,0.131594,0,0,0
21,0,0,0,0,0,0,0,0,0.034537,0.052614,0.025387,0,0,0,0,0,0,0.002771,0.647743,0,0.260081,0,0,0,0,0,0,0
22,0.409594,1.208051,0.899975,0.757327,0.546524,0.541778,0.537187,1.078949,0.977258,2.670918,1.085075,0.237344,0.451953,1.147543,0.020044,0,0.566576,1.389833,1.005863,0.899044,0.42923,0.532055,0.865671,0.745514,1.249789,1.529299,0.004697,0.273442
23,0.233679,0,0.221461,0.040723,0.010734,0.072388,0,0.088131,0.107504,0.381493,0.158461,0,0,0.158636,0,0,0,0,1.116965,0,0,0,0,0,0,0,0.121747,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017754,0.983354,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0.097562,0.114641,0,0,0,0,0,0.766732,0.122572,0.113523,0,0,0,0,0,0.084523,0,0,0
26,0,0.307913,0.742737,0.67998,0.358645,0.353941,0.478513,1.093507,0.228507,0.457754,0.579743,0,0.657219,0.010674,0.061251,0,0.196927,0.945268,0.994923,0.251192,0,0.157971,0.480414,0.194253,0.85534,0.440007,0,0.111333
27,2.170332,10.439298,11.152006,5.757634,4.949371,6.09561,5.018849,10.420614,2.136315,4.734959,4.535863,4.874972,7.542083,2.833125,4.21735,6.28219,4.519898,15.497907,3.825421,8.98028,1.472703,10.122424,10.340405,6.738846,8.473649,19.520976,4.285824,5.16587
28,0.381985,0.884871,0.927065,0.605688,0.808827,0.59038,0.62374,0.845754,0.449771,0.620781,0.882521,0.537012,0.506448,0.102087,0.139787,0,0.691799,0.901208,0.596575,0.821808,0.256728,0.41852,0.029321,0.358765,0.492611,1.195237,0.629503,0.085374
29,0,2.187988,0.116451,0.092303,0.029107,0,0.010899,0.200666,0.150407,0.531149,0.355612,0,0,0,0,0,0.120663,0.13808,0,0.185224,0.218947,0,0,0,0.183919,0,0,0
30,0.101098,0,0.738064,0.945056,0.640801,0.933239,0.404071,0.547579,1.696029,7.647613,0.853185,0.232622,0.36256,1.850906,0,0,0.025639,0.991499,0.573911,0.302098,0.047177,0,0,0,0.416018,0.468973,0,0
31,0.34241,1.468925,1.65338,1.879678,1.38448,1.505302,1.327763,1.758705,0.726139,2.117967,1.238211,0.714677,1.79495,0.747601,1.043834,0.743146,0.618132,3.199266,0.936421,0.616811,0.203865,1.234812,1.771057,1.63434,1.523564,3.932832,0.162789,0.795758
32,0.153632,0.907435,1.183753,0.928664,0.897429,0.857786,0.628736,1.012731,0.5338,1.125356,1.004612,0.401757,1.057566,0.291686,0.230305,0,0.617051,2.095543,0.807908,0.780613,0.610006,0.710303,1.024976,0.630576,1.136927,1.813952,0.618423,0.3152
33,0.845777,1.275138,1.754045,1.539108,1.040123,1.323745,1.193706,1.454877,0.925405,1.707241,2.017071,0.549538,1.18536,0.589855,0.083381,0.19287,1.190174,1.954008,1.181579,0.639891,0.161477,0.826164,0.470085,0.525709,1.106464,0.373742,0.56622,0.267061
34,0,1.33493,0.320358,0.358498,0,0.303246,0.06583,0.413736,0.133831,0.470842,0.456841,0,0.220059,0,0,0,0,0.532318,0.59639,0.227795,0,0,0.167197,0,0.141627,0,0,0
35,0.02309,0.648049,0.521628,0.407788,0.919016,0.750491,0.347083,0.647369,0.28004,1.03176,0.583325,0.066163,0.463272,0.412627,0,0,0.021641,1.037584,0.22278,0.46403,0.077714,0.305272,0.035388,0,0.231372,0.400465,0,0
36,0.629833,3.653257,1.38839,1.259209,2.413912,2.335064,1.771372,2.152365,1.072673,2.826339,1.932572,1.194654,1.701559,0.990364,0.615527,0.10506,2.249304,3.886842,0.740145,1.324296,0.162601,1.583322,2.12533,1.019347,1.973694,4.443731,0.883643,1.033817
37,1.296979,0.990246,0.893981,0.93037,1.795085,0.865691,1.562356,0.649468,0.518162,1.153527,1.249838,0.636065,0.981892,0.583821,1.151745,1.859436,1.892452,3.073834,1.060707,1.151948,0.322875,1.024038,1.013868,0.770838,1.544069,1.499003,0,0.872948
38,0.449911,1.004431,1.412381,1.092024,0.75865,1.710208,0.877654,1.207746,0.628231,1.508869,1.23736,0.705231,1.109199,0.463805,0.45501,0.864153,0.972603,2.441903,0.621476,1.211742,0.249911,1.41514,1.765891,0.774333,1.621506,2.939238,1.144445,0.78523
39,0.330545,1.080349,0.685206,0.499331,0.520149,0.563532,0.32578,0.607706,0.270004,0.651294,0.739248,0,0.556631,0.056493,0,0,0.8929,0.814924,0.748104,0.595526,0.223616,0.314958,0.450469,0.159142,0.646796,0.651352,0,0.101973
40,0.086907,2.131745,0.477041,0.841414,0.833043,0.689211,0.370548,0.790206,0.297533,0.838149,0.76165,0.228628,0.535365,0.401317,0.769985,1.716107,1.65774,0.85503,1.154523,0.705695,0.846741,0.664514,0.423085,0.301947,0.632852,0.384711,0,0.248274
41,0.342086,0.996331,0.790593,0.668597,0.433611,0.43951,1.135298,0.78805,0.413267,0.926467,1.055745,0.092479,0.706618,0.840779,0.4449,0.050084,8.716251,2.301248,1.170334,0.866022,0.482329,1.242814,1.096078,0.95487,1.850705,1.429874,0.581091,0.57898
42,12.909697,8.634716,8.195918,6.03693,7.800143,8.040747,14.291832,4.053666,3.604121,8.485634,9.691054,5.408677,8.112823,6.293256,11.602797,13.462563,16.707618,23.558776,4.548898,10.92322,3.323504,9.776993,10.821863,10.538132,13.852685,17.870853,6.540853,8.418486
43,1.357548,1.658842,0.775738,0.911172,0.995283,0.836759,1.14902,0.663673,0.491291,1.28691,1.236649,0.696108,0.700818,0.516462,1.232703,1.37699,2.164955,2.316625,0.896244,1.66555,0.470156,1.266371,1.409757,1.24173,1.703341,1.933829,0.429187,0.9062
44,0.052257,0.960668,0.225281,0.374207,0.1901,0.002193,0.194496,0.290391,0.118973,0.216984,0.5113,0,0.094887,0,0,0,1.408321,0.500585,0.784456,0.478503,0.319542,0.377136,0.374371,0.306315,0.351601,0.875409,0.329485,0.238314
45,1.557864,9.835951,0.749976,1.11629,1.507704,1.921956,0.986346,1.417096,0.969689,1.38665,1.228875,0.832931,1.087597,0.568268,1.782957,2.987798,11.324298,3.40622,13.570263,4.902908,7.628127,4.227521,3.721295,3.117435,2.822375,5.010964,3.305866,2.760887
46,0.383984,1.741781,1.697224,1.303465,0.542495,0.679159,1.703408,2.398723,0.461615,1.349588,1.383012,0.590854,1.565351,1.323633,0.55635,0.106062,24.553364,4.071828,1.461413,1.230342,0.745973,1.678893,2.52645,1.683624,3.26116,1.78172,2.673817,1.207688
47,13.64491,35.976943,26.117228,22.845908,14.124895,14.824973,22.311538,30.85331,8.92144,30.833419,23.558453,18.153526,21.686482,15.994229,13.266255,26.432039,49.66442,61.419547,28.953673,26.66914,16.790271,35.771699,42.119403,30.613785,33.869207,50.764394,27.285268,29.497113
48,1.107093,2.298244,0.956546,1.173816,0.704559,0.52753,1.130752,1.328648,0.520709,1.374233,1.398732,1.024415,1.034935,0.661417,0.988345,1.77624,2.412637,2.293085,2.497289,1.854479,1.553506,2.579768,2.470409,2.370523,2.044355,3.91289,1.091052,1.339481
49,0.371508,1.000758,1.625791,1.496449,1.176926,1.403612,0.854454,1.221171,0.43952,1.579479,1.790833,0.674209,1.472756,0.734667,0.253603,0.136347,1.314733,1.812844,1.536119,0.552234,0.411808,1.044345,1.020426,1.046778,1.084729,1.386953,0.271341,0.480813
50,0,0.00157,0,0.091446,0.006096,0,0,0.023595,0.025501,0.019625,0.30853,0,0.043885,0,0,0,0.327651,0.494771,0.68606,0.272842,0.616515,0.035919,0.116322,0.080651,0.138762,0,0.303688,0
51,0.281197,0,0.698867,1.019571,0.702635,1.194256,0.810656,0.181954,0.397472,1.049924,0.962763,0.572198,0.943017,0.389594,0,0,0,0.410168,0.498284,0.823711,0,0,0,0,0.36476,0,0,0
52,0,0,0.356786,0.531448,0.442531,0.379797,0.3155,0.315097,0.182628,0.531685,0.420385,0.056205,0.26633,0.031259,0,0,0.001914,0.543305,0.056917,0.215021,0,0,0,0.251029,0.658818,0,0.033781,0
53,0,0.752057,0.413044,0.487004,0.543382,0.338076,0.153164,0.388499,0.120521,0.176486,0.461738,0.080832,0.640117,0.038863,0,0,0.654171,1.417609,1.05013,0.426142,0.193847,0.212617,0.39533,0.22915,0.882767,0.674872,0,0
54,0.439044,0,0.812967,0.801982,0.717525,0.904637,0.627922,0.598147,0.385242,0.593086,0.642995,0.154709,0.653999,0.209176,0,0,0.089205,0.861566,0.675239,0.10348,0,0,0,0.033709,0.554229,0.013096,0,0
55,0,0,0.235182,0.20283,0.28415,0.166522,0.129145,0.20011,0.037692,0.193277,0.261366,0,0.135892,0,0,0,0.351648,0.666838,0.442492,0,0,0.195106,0,0.022698,0.236038,0.09666,0.123636,0
56,0.431775,0.237734,1.281109,1.357731,1.237922,1.718582,0.942024,1.087198,0.541483,1.459286,1.195367,0.726522,1.151326,1.06783,0.310554,0.36336,0.128069,1.158254,0.702947,0.559328,0,0.692948,0.513478,0.264294,0.858714,0.740165,0.627193,0.157691
57,0,0,0.258433,0.678599,0.222351,0.306598,0.056315,0.258944,0.154992,0.249115,0.256953,0,0.11023,0,0,0,0,0,0,0.216299,0,0,0,0,0.261296,0,0,0
58,0.427626,0,1.167063,1.61873,1.372344,1.969882,0.921347,0.630578,0.572475,1.335195,1.20549,0.799707,1.180609,0.653864,0.006988,0,0.033271,0.776083,0.149124,0.511516,0,0.214168,0.166609,0.378556,0.506156,0.415072,0,0
59,0,0.657059,0.418745,0.573816,0.490886,0.799325,0.254916,0.360114,0.21322,0.691291,0.583572,0,0.413997,0.056581,0.508706,0,0.492617,1.748648,0,1.371018,0.244565,0.843695,0.339489,0.598901,0.847029,1.840257,0.967519,0.26977
60,0,0,0.467898,0.545284,0.36937,0.711973,0.299922,0.231099,0.197864,0.387861,0.490994,0.073418,0.58365,0.147047,0,0,0,0.545771,0,0.083929,0.113599,0.041966,0,0.101305,0.148285,0,0,0
61,8.613677,6.210904,15.236243,17.366789,12.664679,19.105398,14.138228,13.04005,5.601285,19.238948,13.214313,12.438136,13.967846,14.372064,4.901685,5.281578,3.957156,10.930073,4.404111,6.271951,2.65831,7.515936,8.535542,5.106239,6.600456,11.875631,3.618088,3.511641
62,0.346982,0.180134,1.042392,1.017686,0.688716,0.961474,1.338111,1.133281,0.509281,1.167548,0.662377,0.43675,0.626371,0.847908,0.248475,0,0.137552,0.689378,0.337047,0.277711,0.05099,0.765621,0.444388,0.130992,0.762921,0.393667,0,0
63,0,0,0.034434,0.248329,0.101134,0.079184,0.00761,0.047618,0.14219,0.123987,0.283419,0,0.118879,0,0,0,0,0.243195,0,0,0.220178,0,0,0,0.108267,0,0,0
64,0,0,0.115971,0.193589,0.026679,0.040832,0,0.002615,0.115984,0.114739,0.417023,0,0.012359,0,0,0,0,0,0,0,0,0,0,0.047474,0.134164,0,0.660277,0
65,0.401977,0,0.824298,1.061993,0.683244,0.952076,0.475373,0.38197,0.427829,0.645156,1.110175,0.246765,0.603875,0.389165,0,0,0.539965,1.125489,0.45455,0.553751,0.184966,0.361869,0,0,0.333003,0.622342,0,0.038282
66,0.906217,0.183278,1.293711,1.306607,0.897074,1.616956,0.744275,1.305231,0.531651,1.398934,1.23062,0.901407,0.903371,0.933716,0,0,0.608875,0.698792,0.413396,0.535907,0.348391,0.577219,0.406323,0.313272,0.413523,0.767236,0.52148,0.806049
67,0,0,0.284633,0.463154,0.15895,0.202209,0.107402,0.246996,0.115922,0.426156,0.55874,0,0.262893,0.180441,0,0,0,0.242326,0,0.082651,0,0,0,0,0,0.26635,0,0
68,0.252974,0,0.228223,0.398197,0.405728,0.297444,0.366529,0.127249,0.314905,0.439185,0.484518,0.004889,0.422531,0,0,0,0,0.167071,0.013388,0.14577,0,0,0,0.002929,0.005717,0,0,0
69,0.037713,0,0.235538,0.384261,0.111982,0.159551,0,0.204409,0.131256,0.32192,0.346451,0,0.169186,0,0,0,0,0.143163,0,0.041497,0,0,0,0,0.094679,0.126871,0.084798,0
70,7.845786,2.416842,3.008431,3.340186,2.658855,3.51652,2.490496,1.921711,1.520502,4.348749,3.001026,2.167929,1.977828,1.553509,1.536314,1.028406,5.03104,3.08763,3.24734,2.582056,1.549032,1.640331,1.903021,1.112499,1.991681,3.531632,2.803182,1.184884
71,0,0,0.121208,0.200784,0.245073,0,0.005788,0.243796,0.093613,0.159324,0.371286,0,0.166597,0.018428,0,0,0.108783,0.182568,0,0.263644,0.31719,0,0,0,0,0,0,0.086721
72,0.049292,5.6872,1.888297,1.895086,2.903556,1.868584,1.852607,1.494421,0.823112,2.586287,2.785944,2.164884,1.200178,4.446352,2.180332,0.676153,0.758948,3.924393,1.424653,2.070239,1.575569,1.916777,4.307758,0.983699,0.704127,1.123084,1.978357,0.299453
73,0,0.343756,0.017036,0.141436,0.041814,0,0.07423,0,0.153385,0.104176,0.175364,0,0.085789,0.005,0,0,0,0,0.282848,0,0.01879,0,0.001946,0,0,0,0,0
74,0,0,0,0.054148,0,0,0,0,0,0.086697,0.149681,0,0.035158,0,0,0,0,0,0.202645,0,0.008038,0,0,0,0,0,0,0
75,0.068535,0,0.071861,0.164587,0.053835,0.214347,0.105912,0,0.055888,0.116636,0.141325,0,0,0,0,0,0.360946,0.080636,0,0.211876,0,0,0,0.051555,0.115285,0.303096,0,0
76,0,0,0,0.157181,0.093646,0,0.052465,0.083673,0.045942,0.101565,0.174972,0,0.062766,0,0,0,0,0.071205,0.284656,0.099316,0,0,0,0,0,0,0,0
77,0.155414,0.003886,0.311993,0.581491,0.37176,0.537272,0.290992,0.203266,0.249102,0.69945,0.596692,0.183206,0.441405,0.101722,0,0,0.609261,0.696549,0.777538,0,0.040183,0.534588,0,0,0.167282,0.046689,0,0
78,6.589399,3.499137,5.986359,8.894987,10.53216,8.348913,4.067249,5.078076,4.866139,10.234061,6.530096,8.146608,6.104786,5.78113,3.491104,7.47694,17.131114,9.698623,10.648398,6.957445,4.070095,5.242426,4.71525,3.857185,5.054713,4.30121,4.738641,6.873531
79,0.056328,0,0.120606,0.371184,0.435105,0.18981,0.305674,0.225045,0.153118,0.249554,0.285748,0.037405,0.371553,0.048171,0.062674,0,0.663705,0.890648,0.629192,0.701729,0,0,0.073795,0.090427,0.240821,0.365967,0,0
80,0,0,0,0.002071,0,0.115825,0.356142,0,0.009595,0.076682,0.157233,0,0.122944,0,0,0,0,0.133794,0.125911,0,0,0,0,0,0,0.549101,0,0
81,0.698228,0.317062,1.899019,2.069925,1.571367,1.884461,1.277596,1.009118,0.706624,2.291793,1.18586,1.250866,1.379497,1.346288,1.179595,0.099088,0.689943,1.783688,0.422554,1.136762,0.788451,1.619834,0.845086,0.617694,1.130506,1.272369,0,0.648797
82,0.05218,0.024971,0.396657,0.512301,0.54269,0.671548,0.292304,0.319371,0.242792,0.454619,0.41087,0.161822,0.381957,0.114226,0,0,0.326272,0.590082,0.274552,0.252293,0,0.137129,0.126535,0.00737,0.334376,0.343528,0.319213,0.075883
83,0.265825,2.739567,1.508817,1.031259,1.057232,1.234405,0.759665,0.757388,0.611614,1.245816,0.828123,0.620671,0.750128,0.674941,0.785898,1.420314,2.204492,3.114845,0.93946,2.412972,1.252684,1.992265,1.180273,1.477447,1.480997,3.482164,2.319459,1.227594
84,0,0.212851,0.705042,0.610477,0.374015,0.711781,0.50333,0.399641,0.156448,0.643758,0.35302,0.068451,0.794216,0,0.089296,0,0.291505,0.733635,0,0.658106,0.070197,0.112825,0.208121,0.280716,0.464277,0.993225,0,0
85,0,0,0.336442,0.212556,0.277683,0.534083,0.468187,0.06984,0.22639,0.327996,0.232011,0,0.268263,0,0,0,0,0.056965,0,0.126213,0,0,0,0,0.057647,0.122609,0,0
86,7.894182,5.330196,13.626714,16.636427,11.181022,18.534946,13.697718,11.020114,4.686492,16.634351,10.205432,10.921164,12.621554,10.925784,5.643802,6.709723,3.350872,8.847852,3.629797,5.582923,2.374179,7.218788,6.555923,4.829801,5.667658,10.386107,2.495728,3.622703
87,0.513228,1.396553,1.6489,1.565357,2.343145,3.133878,1.610338,1.535994,0.671243,2.397436,1.04502,1.322711,1.372679,0.932209,0.829342,0.464377,0.471094,1.650671,0.501835,1.304458,0.712167,1.083837,1.0229,0.689263,0.770498,2.464552,0,0.404115
88,0.117436,0,0.714999,0.662172,0.587619,1.432591,0.506198,0.260425,0.262603,0.989987,0.40318,0.196341,0.392086,0.149527,0,0,0.301988,0.42551,0,0.511813,0.205323,0.23775,0,0.145856,0.541208,1.132397,0,0.045846
89,0.188659,0,0.061061,0.095291,0.093768,0.057853,0.167648,0,0.073023,0.158956,0.131619,0,0,0,0,0,0,0.046596,0.151334,0.041431,0,0,0,0,0.016394,0.093453,0,0.029043
90,0.12998,0.050366,0.718095,0.667389,0.60986,1.029623,0.752327,0.2286,0.109586,0.551204,0.423266,0.035718,0.6077,0.103052,0,0,0,0.413823,0,0.624835,0,0.172544,0.218306,0,0.342082,0.433907,0,0.135676
91,1.521045,0.763162,1.897384,1.883363,1.397741,2.353186,1.842853,1.643611,0.735382,1.552262,1.623917,1.083511,1.384421,1.006276,0.736759,0.43239,0.685608,2.62823,0.779637,1.210421,0.582955,1.161734,0.967583,1.29577,1.341792,2.798893,0.482986,0.771108
92,3.653698,1.721438,3.57733,2.66091,3.362147,3.948989,4.982085,1.508002,0.958974,2.87785,2.844763,2.013777,3.14578,2.172674,3.218126,2.656135,2.489352,5.906735,1.139513,3.286523,1.395417,3.357359,2.703312,3.714094,4.487757,5.068046,2.102316,2.009555
93,4.082631,4.182014,4.990348,5.793787,4.468817,6.211995,3.920036,2.041098,2.323377,5.614326,3.178142,2.707838,2.996216,3.917878,2.65072,4.190763,4.274283,6.421834,2.936375,4.1301,1.416111,2.728019,2.808988,2.383643,2.924225,5.519628,2.892955,1.233143
94,0.04748,0,0.345934,0.282143,0.34062,0.457362,0.238198,0,0.123301,0.255289,0.134602,0,0.15937,0,0.126397,0,0,0.291136,0,0.62718,0,0,0,0.099785,0.11669,0.663218,0.268352,0.118743
95,0,0,0.063737,0.006683,0,0,0.132914,0,0,0.233084,0.150656,0,0,0,0,0,0,0,0,0.087993,0,0,0,0,0,0.007408,0,0
96,0.384574,0.841659,0.751086,0.583376,0.339477,0.533082,0.450232,0.565113,0.171223,0.4714,0.24926,0.036053,0.392763,0.130284,0.358174,0,0.433134,1.136637,1.036595,0.501725,0.364545,0.635772,0.269159,0.402672,0.564412,1.23076,0.585885,0.679812
97,3.716655,10.067858,6.425744,5.582293,4.318184,5.414192,5.250976,6.143186,2.040103,5.807752,3.653722,3.5478,4.628431,4.086227,8.456353,12.246526,8.790082,14.348995,9.615876,8.228124,5.99341,10.908451,12.503361,9.769633,9.888443,15.017612,7.777209,5.396353
98,0.355855,1.107426,0.567464,0.736876,0.527771,0.651744,0.739236,0.536478,0.305932,0.935411,0.411717,0.15538,0.430345,0.421438,0.6407,0.483065,0.33432,1.422414,0.571271,0.868009,0.52305,0.866116,1.008879,0.969035,1.017333,1.497654,0.344269,0.470169
99,0.917817,0.726053,1.845736,1.985593,1.592875,1.886966,1.578865,1.183901,0.493844,1.877371,0.984633,0.810999,1.411495,0.727913,0.47974,0.632858,0.493058,1.407284,1.111114,0.982519,0.588504,0.89812,0.806844,0.883498,0.776538,1.399179,1.374108,0.479632
100,0.113772,0.715818,0,0,0.099384,0,0.239595,0.027277,0.022308,0.230289,0.147594,0,0,0,0,0.004751,0,0.033713,0.216992,0.263586,0.500769,0.073503,0,0,0,0.68622,0.708521,0
101,0,0,0,0.034171,0,0.026687,0.307767,0,0.054423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387376,0,0
102,0,0,0.132637,0.116987,0.065013,0.012145,0.433575,0,0.174181,0.084413,0.098731,0,0.051119,0,0,0,0,0,0,0,0,0,0,0,0.076896,0.937625,0,0
103,0,0,0.317701,0.119202,0,0,0.127217,0.168718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.803532,0.267591,1.594881,1.995823,1.015699,1.922054,1.384958,1.004975,0.661108,1.505302,0.71219,0.782502,1.817268,0.725098,0,0,0.278765,1.090836,0.885916,0.588087,0.027105,0.719249,0.187826,0.251588,0.646497,0.987461,0.464057,0.010945
105,8.536252,12.272304,18.329022,17.660313,11.016829,23.052922,12.685637,9.803922,4.808184,17.29751,8.427853,12.453927,14.279521,11.021091,6.614489,11.972607,5.796285,12.669356,7.408259,7.963262,2.604748,10.960487,6.483229,5.63158,7.727559,14.274949,4.275174,4.15628
106,0.579259,1.142438,2.51662,2.638772,1.897625,3.095758,2.608066,0.435462,0.833665,2.618254,1.626686,1.565897,1.464931,1.62282,0.316866,0.200284,0.836636,1.406636,0.199076,0.8712,0,0.920093,0.472986,0.357114,1.043284,1.489067,0.529261,0.210548
107,0,0,0.511018,0.717345,0.580192,0.81606,0.935187,0.04868,0.100031,0.877001,0.468879,0.200367,0.395356,0.326875,0.062644,0,0,0.704126,0.22256,0.164199,0,0.359537,0.143738,0,0.194178,0.62881,0,0
108,0,0,0.445843,0.275361,0.296229,0.567554,0.448679,0.203049,0.291787,0.455305,0.167996,0.030705,0.324754,0.003422,0.183694,0,0,0.571933,0,0.021691,0,0.10678,0,0,0.162113,0.150324,0,0
109,0.133919,0.132462,0.966662,0.777426,0.268536,1.122935,0.677842,0.163511,0.24895,0.792484,0.368337,0.264752,0.813717,0.348551,0,0,0.027771,0.668109,0,0,0.048002,0.092628,0.000721,0,0.546634,0.738111,0.303427,0
110,0.204255,1.360581,1.598791,1.502602,0.732356,2.39126,1.567239,0.72201,0.654683,1.345465,0.588433,0.650636,1.388613,0.613653,0.090313,0.111403,0.417468,0.742961,0.295052,0.414721,0.350868,0.452046,0.470293,0.347164,0.77731,0.700145,0,0.385019
111,0.03026,0,1.014073,0.639954,0.453284,1.088844,0.934779,0.37205,0.169058,0.851352,0.423498,0.09157,0.723812,0.350849,0,0,0.527373,0.120253,0,0.051466,0,0,0,0,0.233404,0.400834,0.29047,0
112,0,0.270591,0.290435,0.283081,0.098487,0.430863,0.366206,0.296925,0.091425,0.424594,0.028581,0,0.217653,0,0,0,0.005518,0.333903,0,0.147245,0,0.167634,0,0,0.092886,0.315198,0,0
113,0.440883,12.1309,4.964327,4.807875,4.354331,8.005157,4.247468,4.180779,1.44786,5.752591,2.494714,3.868629,4.271272,3.694964,4.232218,7.226962,0.60187,7.70716,0.515914,4.899215,1.309136,6.568887,4.444483,3.356019,4.790367,10.468107,2.308742,3.280844
114,0,0.395217,0.523389,0.261896,0.305694,0.487215,0.357193,0.142687,0.103065,0.619585,0.257979,0.004002,0.21491,0,0.349013,0.173198,0,0.176407,0,0,0,0.065366,0,0,0.156072,1.053457,0,0.055565
115,0.037796,0,0.529563,0.323199,0.291847,0.639489,0.588964,0.274343,0.162736,0.398411,0.149868,0.071158,0.282777,0.092082,0.244751,0,0.503225,0.495376,0,0.136644,0,0.149998,0.350886,0.08536,0.155635,0.800293,0.677641,0.243591
116,0,0,0,0,0,0,0.054905,0,0,0,0,0,0,0,0,0,0,0,0.119133,0.010952,0,0,0,0,0,0.247032,0,0
117,0,0.010476,0.030803,0,0,0,0.090289,0,0.009398,0.083569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
