ID_REF,GSM96454,GSM96455,GSM96456,GSM96457,GSM96458,GSM96459,GSM96461,GSM96462,GSM96463,GSM96464,GSM96466,GSM96467,GSM96468,GSM96469,GSM96470,GSM96471,GSM96472,GSM96473,GSM96474,GSM96475,GSM96476,GSM96477,GSM96478,GSM96479,GSM96480,GSM96481,GSM96482,GSM96483
3225,0,0.058568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063728,0,0,0,0,0,0.016527,0
3226,1.082335,0.41655,2.178614,3.361432,2.783379,3.597224,2.431041,3.286331,2.769782,4.029125,3.097614,3.473242,3.423121,3.836742,1.042527,0.17304,0,0.50327,0.110246,0.929227,1.122519,0.483265,0.816427,0.714997,0.841407,0.745973,0.835717,0.850937
3227,0.744296,0.634298,0.670027,1.170898,1.621317,1.507384,0.787982,1.230141,1.252033,1.33442,0.998505,1.431999,1.00424,1.674854,0.728666,0.967974,0.364773,1.221813,0.951293,1.149284,1.337424,0.940814,0.876935,0.832743,1.094634,1.431631,0.519047,0.999765
3228,2.595917,3.937036,1.863035,1.734875,2.527802,2.674279,2.451837,1.736064,2.245188,2.259376,2.306807,2.690144,1.909368,2.401954,3.948596,3.978505,5.616592,5.151646,3.215863,4.683191,4.127167,3.684747,3.747822,4.67248,4.435438,4.399537,6.03944,4.448063
3229,2.349488,0.73159,0.819947,1.433691,1.14063,1.453262,1.190618,0.895188,1.590921,3.520198,1.152869,1.670785,0.909484,1.889038,0.762223,0.657111,1.211502,0.951335,1.186657,0.684663,0.27757,0.684051,0.87203,0.908209,0.970439,0.762616,0.696411,0.614447
3230,0.170404,0.235334,0.220134,0.324101,0.346466,0.125883,0.241293,0.13895,0.138302,0.376336,0.447134,0.549498,0.403037,0.44959,0.56279,0,0.006756,0.716291,0,0.149156,0,0.364486,0.29637,0.517909,0.261705,0.460558,0.125038,0.401665
3231,0.977225,1.909613,1.203563,1.334844,1.312531,1.151618,0.967066,1.353847,1.366902,1.29589,1.489442,1.446453,1.40273,1.606154,1.538654,1.824228,1.0535,1.519602,1.460127,1.680978,1.575268,1.640582,1.896443,2.003627,2.164999,1.645362,1.81813,1.5704
3232,4.184416,2.854805,3.650251,3.70357,3.503773,3.938382,3.283116,3.376715,3.087675,4.563355,3.834048,4.247465,3.907211,4.1895,3.732244,3.340462,3.461326,3.952078,3.940192,3.290419,2.775701,2.951953,3.477256,3.488813,3.349146,3.088938,3.198848,3.027242
3233,2.505123,2.465782,2.760438,3.070397,2.359602,3.233959,2.347891,3.555318,2.961731,3.326238,2.651104,3.407999,2.651447,3.184648,2.949996,3.127582,1.914859,3.526825,2.612921,2.666546,2.033519,2.822073,3.271779,3.168593,2.962533,3.135851,2.164897,2.606952
3234,0.563651,0.718509,0.950693,0.986828,0.884574,1.362068,0.93706,1.241015,0.836282,1.11857,1.251829,1.407376,0.908308,1.283657,1.345304,1.081301,0.542406,1.170776,0.291005,0.974006,0.744829,1.088054,1.166142,1.13611,1.849267,1.303886,1.258095,1.441909
3235,7.031587,8.086906,11.168071,9.111574,7.375024,10.682098,7.849503,11.612982,8.16749,12.996403,9.779027,13.596162,8.75543,11.913494,13.606276,10.181826,5.77367,13.583522,6.321283,8.259501,5.744267,10.536504,13.475576,10.763067,10.987751,15.463613,7.116655,9.496041
3236,0.781736,2.666868,0.726433,0.725074,0.842778,0.700712,0.481676,0.424212,0.455243,0.608757,0.792469,0.835658,0.662637,0.838992,2.630926,2.627299,2.080186,3.490493,1.143656,2.150178,1.647789,2.396965,2.908606,2.493522,2.05549,3.806367,2.978672,2.296156
3237,0.943069,0.626101,0.727004,1.07163,0.855126,1.078464,0.884541,0.764845,0.955097,1.202459,1.232197,1.667377,0.909951,0.947727,1.294915,1.133467,1.616585,1.320552,0.266142,1.068403,1.153585,0.683293,1.029467,1.042007,1.332135,1.568731,1.05004,1.647306
3238,0.272351,0,0.370215,0.443375,0.39944,0.382392,0.313355,0.491344,0.348361,0.471638,0.24562,0.429744,0.300902,0.342695,0.285047,0,0,0.226403,0,0.23517,0.244708,0.060235,0.309545,0.367114,0.262906,0.101985,0.947669,0.330036
3239,1.651193,0.420556,0.622652,0.489638,0.631306,0.660135,0.664133,0.582492,0.389757,0.727966,0.652022,0.632475,0.790207,0.906018,0.808864,0.379682,1.183086,0.693494,1.566411,0.685042,0.739312,0.89334,0.73259,0.691422,0.864571,0.759204,2.391946,1.475695
3240,0.817848,0.216968,1.077901,0.840839,0.772587,1.078431,0.786478,0.745172,0.747179,0.817878,1.161702,1.321675,0.823731,0.683946,0.637254,0.603695,0.920494,1.110299,0.767041,0.554028,0.327662,0.730938,0.641417,0.736023,0.704859,0.942642,0.112389,0.704947
3241,0.294743,0.620459,0.424232,0.108631,0.639898,0.647809,0.211782,0.42625,0.834129,0.707883,0.480203,0.681575,0.380731,0.67614,0.111949,0,0,0.731297,0,0.180174,0.993317,0.214636,0.474858,0.27792,0.391768,0.824451,0.935055,0.393807
3242,0.709344,0,0.194886,0.205711,0.440374,0.140096,0.463378,0.528806,0.307898,0.346554,0.488505,0.500376,0.305852,0.278589,0.334708,0.271937,0.265071,0.312286,0.310052,0.27816,0.304458,0.078344,0.325169,0.324613,0.230614,0,0.713278,0.377856
3243,1.343956,0,0.525447,0.570031,0.65046,0.482393,0.626304,0.473575,0.771525,0.458522,0.738751,0.909675,0.630131,0.579714,0.580776,0.651982,0.3944,0.685795,0.389087,0.226799,0.199647,0.363576,0.243756,0.390602,0.516305,0.07195,0.11282,0.511457
3244,0.105977,0,0,0,0,0,0.048546,0,0,0,0.258185,0.107145,0.000294,0.029601,0.015163,0,0.163223,0,0.010754,0,0,0,0.025103,0,0,0,0.465031,0
3245,0.034722,0,0,0,0,0.019545,0.136087,0,0,0,0.180498,0,0,0,0,0,0.404761,0,0,0.010919,0,0,0.176332,0,0,0.175415,0.410018,0
3246,0.681092,0.545477,0.763859,0.723412,0.735132,1.043354,0.883827,0.857661,0.945861,1.01002,1.111308,1.221157,1.009237,1.049993,0.963354,0.732273,0.556826,0.637722,1.069351,0.403591,0.952264,0.384712,1.375498,0.758575,0.701565,0.813295,0.8061,0.770829
3247,6.523786,5.80956,5.312503,6.009767,5.597403,5.435775,4.733144,7.314918,4.820073,7.156518,5.98629,7.838732,6.51681,7.15275,6.347832,7.364419,6.603823,8.079549,8.595209,5.02403,5.649964,5.279191,5.789605,5.853571,5.020448,8.735207,6.310899,5.285461
3248,0.545658,0,0.497368,0.445119,0.420412,0.135911,0.292984,0.159991,0.116424,0.380333,0.247547,0.349756,0.209896,0.484639,0.154498,0.031444,0.019011,0.310518,0.333371,0.051244,0.017852,0.201585,0.196423,0,0,0.120585,0,0.226262
3249,0,0,0,0,0.080708,0,0.014262,0,0,0,0.073996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086071,0
3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,0.09046,0,0,0,0.06217,0,0,0.003045,0.036263,0,0.004489,0.033905,0,0,0.208975,0,0,0,0.40166,0.327342,0.030141,0.420807,0.115126,0.150514,0,0,0,0
3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016333,0,0,0,0.137955,0
3253,0.147089,0,0,0,0,0,0,0,0,0,0.14573,0,0,0,0.046894,0,0,0,0,0,0,0.22169,0.206131,0,0,0,0.670297,0.020364
3254,0.103531,1.628237,0,0,0.007447,0,0,0,0.064056,0,0.292923,0.12393,0.159791,0,0.712678,0.908597,1.828061,0.674193,0.620759,0.56868,1.063969,1.17982,1.621693,1.086508,1.031507,0.188933,1.572426,1.85994
3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039173,0
3256,0.333447,1.56034,0.870532,0.857451,0.634302,0.786634,0.489018,0.99169,0.871092,0.861018,0.969705,1.038085,0.952369,1.115044,1.771584,1.486638,1.690978,1.527046,1.231581,1.249707,1.096791,1.242223,1.356517,1.344521,1.865884,0.848266,1.852406,1.634286
3257,0.305521,0.000045,0.271461,0.177134,0.111079,0.066572,0.14985,0.200853,0.319524,0.216729,0.448149,0.287213,0.245978,0.33801,0.199147,0.158902,0,0.178023,0,0,0.002896,0.098615,0.312566,0.170978,0,0.061704,0,0.083475
3258,0.025498,0.311797,0.152882,0.186022,0,0.163866,0.060207,0.196969,0.085852,0.222498,0.198674,0.170365,0.063728,0.263478,0,0,0,0.316982,0,0,0,0.009403,0.193577,0,0,0,0,0.095854
3259,0,0.01387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054549
3260,0,0.479228,0,0,0.032417,0,0,0,0.08194,0,0.043343,0,0.02698,0.064789,0,0.120733,0.253445,0,0.020666,0.083608,0.114621,0.036629,0.086379,0,0.033373,0,0.675669,0.243054
3261,0.177985,0,0.739562,0.285601,0.646034,0.475598,0.316136,0.505699,0.626797,0.480364,0.905999,0.730277,0.529956,0.600066,0.06202,0,0.199933,0.159697,0,0.288743,0.087548,0.230083,0.085671,0.639884,0.327139,0,0.290293,0.193539
3262,0,0.022873,0.022903,0.117924,0.21758,0.394351,0.195365,0.101905,0.354966,0.205,0.436067,0.552856,0.222375,0.385077,0.158113,0.111084,0.394349,0.036299,0.043577,0.001036,0,0.242478,0.116967,0.35772,0.06851,0,0,0.117261
3263,0,0.577775,0,0.00654,0.111247,0.069722,0.006557,0.060692,0.275983,0.149096,0.393079,0.066508,0.063254,0.096342,0,0,0,0,0,0,0,0,0.24616,0,0,0,0,0
3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265,0.121389,0.548545,0.043748,0,0.366393,0.209127,0,0.139504,0.59497,0.208592,0.306606,0.165949,0.18522,0.274135,0.420876,0.19374,0.000308,0,0,0.177581,0.023345,0.112371,0.384681,0.309867,0.332581,0.076435,1.220093,0.625177
3266,0.892161,0.587153,0.810073,0.776781,0.608333,0.899965,0.994748,0.228448,1.03962,0.764988,1.041069,1.006026,0.630635,0.967709,0.768875,0,0.966078,0.275828,0.80925,0.290298,0.160814,0.786839,0.764011,0.363512,0.143955,0,0,0.283139
3267,0,0,0,0,0,0,0.039918,0,0,0,0.37894,0.086789,0,0.11218,0,0,0,0,0,0,0,0,0,0.060488,0,0,0,0
3268,0.252477,0,0.062901,0.01413,0,0.165344,0.121702,0.013512,0.003508,0.157161,0.443883,0.131689,0.044006,0.272991,0,0.038698,0,0,0,0.125796,0.092166,0.204522,0,0,0,0,0,0.155029
3269,0.135463,0.200121,0,0,0,0,0,0,0,0,0.321067,0,0,0.139312,0,0,0,0,0,0,0,0,0,0,0,0,0.014502,0
3270,0.843446,4.742464,0.889972,0.767392,2.099724,1.329664,0.903533,0.803329,1.055303,0.810623,1.263154,1.022099,1.270297,0.72808,3.799888,4.374462,5.622844,3.819932,4.734022,4.087087,4.919313,3.936483,4.385231,5.841391,3.380356,5.98193,10.956703,4.779074
3271,1.351012,0.577852,1.198449,1.317916,1.139266,1.705766,1.563105,0.834201,0.685146,1.484096,1.403186,1.841034,1.477138,1.602275,0.850838,0.994705,0.619626,1.330149,0.584264,0.709037,0.764215,0.862396,1.404409,1.253106,0.726638,0.919527,1.012128,1.005284
3272,3.744551,2.691683,4.936164,4.022129,3.833785,4.421423,3.477503,5.070936,3.963367,4.24157,4.736042,4.462513,4.615571,5.431055,3.859806,3.832241,3.896904,4.580132,5.116117,3.208874,3.805467,3.267394,3.166917,3.215221,2.765527,4.647263,3.014656,3.366932
3273,0.171051,0,0.119671,0.346035,0.043713,0.400351,0.220919,0.331681,0.159824,0.297122,0.499395,0.272716,0.266742,0.54068,0.273367,0.004353,0.008332,0.291374,0,0.398754,0.083954,0.356188,0.17569,0.075448,0.097014,0,0.394772,0.472584
3274,0,0,0,0,0.139651,0,0,0,0.038105,0,0.025493,0,0,0.034256,0,0,0,0,0.016498,0,0,0,0,0,0,0,1.031453,0.014653
3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93004,0.111261
3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,0,0,0,0,0.070427,0,0.049434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966203,0.127708
3278,2.618309,3.586553,1.891769,1.414695,2.569037,1.897146,2.310689,1.862132,2.041851,1.881844,2.070818,2.173079,1.765896,2.055144,2.920962,3.428879,6.132176,4.976314,3.347912,4.179927,4.019887,2.851424,3.46916,3.007883,3.885642,3.89481,8.068641,4.174083
3279,0.045157,0,0.147715,0,0.138205,0,0,0.070551,0,0.187334,0,0.052398,0.028547,0.144157,0.431491,0,0.425456,0.025955,0,0.034458,0,0,0,0.12005,0.202957,0,0.200631,0.196128
3280,0,0,0.0589,0,0,0,0,0.05149,0,0.065745,0,0.055688,0,0.076741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,0,0,0,0.002793,0,0,0,0,0,0,0,0,0,0,0,0,0.298488,0.070097,0.043615,0,0,0,0.060294,0,0.1853,0,0.064083,0.18887
3282,0.336533,0.168071,0.18487,0.316423,0.248572,0.402337,0.474037,0.660569,0.212834,0.427281,0.375467,0.418923,0.17543,0.466596,0.193641,0,0,0,0,0,0,0.106814,0.26646,0.18295,0.095178,0,0.434383,0.63148
3283,5.841525,4.324421,7.755241,8.592451,5.571471,7.379589,6.071445,11.238225,6.351537,9.932261,7.188053,9.988734,7.247451,7.254792,7.361994,4.576799,5.561534,8.230321,6.661974,5.33634,3.396732,5.545896,6.899596,6.330628,7.060788,8.667567,4.264796,6.813318
3284,0.425149,0.333298,0.984823,0.578543,0.591548,0.669534,0.61381,0.718559,0.626625,1.702863,0.601758,0.837132,0.734147,0.87389,1.466457,0.607192,0.212544,1.255462,0.49251,0.607455,0.350454,0.590589,0.906441,0.449767,0.797735,0.303672,0.499534,0.701923
3285,0,0.340925,0.515035,0.260476,0.330317,0.171502,0.241308,0.378358,0.140964,0.513269,0.009381,0.726365,0.144671,0.732247,0.198265,0,0,0.079716,0,0,0,0.143315,0.529374,0,0.202042,0,0.416332,0.25814
3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01688,0,0,0,0,0,0
3287,0.097539,0,0.023465,0.145182,0.135753,0,0.130487,0.101219,0.093649,0.229746,0.206768,0.199129,0,0.277404,0,0,0.076412,0,0.021141,0.001136,0,0,0,0,0.079597,0,0,0.304761
3288,0.643145,0.663544,0.84593,1.097354,0.883522,0.800176,0.859301,1.067327,0.883532,1.093573,0.763577,1.220228,0.805625,1.004864,1.135496,0.525992,0.572599,0.678971,0.435038,0.436026,0.354681,0.718555,0.217606,0.267727,0.70243,0.776803,0.51765,1.15234
3289,0.307421,0.064887,0.23421,0.102802,0.236901,0,0.056189,0.235782,0,0.162999,0.122914,0.234415,0.084809,0.313485,0.24091,0,0.231167,0,0.117762,0,0,0.251829,0,0,0.038631,0,0.368525,0.671237
3290,0,0.084639,0,0.089752,0,0,0,0,0,0,0,0,0,0,0.123645,0,0.134298,0.005409,0.195952,0,0,0.149418,0.18217,0,0,0,0.206829,0.043354
3291,0.59106,1.283201,0.544141,0.330944,0.408729,0.285471,0.364733,0.352037,0.224274,0.487946,0.720796,0.847585,0.684134,0.996767,1.160856,0.556565,1.283531,1.056307,2.246034,0.960122,0.988127,0.907116,1.268356,0.670556,1.440378,1.007981,1.438575,1.308197
3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030534,0,0,0,0,0,0,0,0,0,0,0,0,0.031856,0
3293,0.493074,0,0.285744,0.322783,0.494366,0.139715,0.117614,0.07787,0.112522,0.189262,0.176931,0.152959,0.330276,0.217658,0,0,0.307823,0,0,0,0,0,0,0,0,0,0.025891,0.128494
3294,1.238322,0.035536,0.368215,0.661449,0.481341,0.643723,0.419465,0.270535,0.453107,0.826828,0.687508,0.541044,0.517795,0.534799,0.06261,0,1.138901,0.787698,0.645306,0,0,0.034872,0.26997,0.2945,0.370507,0,0.747577,0.653806
3295,0.769675,0,0.528629,0.665873,0.513639,0.613165,0.602595,0.536262,0.656147,1.014681,0.466846,0.631193,0.590353,0.527273,0.218777,0,0.835261,0,1.113253,0.325082,0.091975,0.102836,0,0.387063,0.030489,0,0.45906,0.503818
3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06455,0,0.207257,0,0,0,0,0,0,0,0.045142,0
3297,0,0.044232,0,0,0,0,0,0,0,0,0,0,0,0,0.31193,0.065772,0.653334,0.448647,0.283977,0.19195,0.188547,0.123327,0.481005,0,0.304246,0,0.126225,0.394359
3298,0.284472,0,0,0.128934,0.027439,0,0.000621,0,0.026189,0.101529,0.141108,0.028095,0,0,0,0,0,0,0.024502,0,0,0,0,0,0,0,0.685657,0.019152
3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150349,0,0,0,0,0,0,0,0.226079,0
3301,0.071823,0.588411,0.927466,0.63405,0.469894,0.670362,0.610505,0.996161,0.621869,1.021514,0.502303,0.736658,0.803744,0.529238,0.380896,0.511748,0,0.803431,0.017491,0.568032,0.525058,0.657204,0.653911,0.433513,0.489832,0.276608,0.159804,0.452648
3302,0.412214,1.358304,1.561343,1.228596,0.916048,0.720244,1.08044,1.475137,1.055181,1.322321,0.695827,1.344031,0.993278,1.045443,1.681687,0.924276,0,1.011439,1.119867,1.961405,1.056555,1.327191,1.054876,2.036943,1.132166,2.512876,2.480609,1.516538
3303,0,0.367871,0.444874,0.327658,0.154489,0.283153,0.387222,0.427218,0.377547,0.457536,0.183359,0.450985,0.184719,0.246809,0.374754,0.254903,0,0.064818,0.016851,0.328115,0.096556,0.385329,0.668786,0.453899,0.435897,0.42809,0,0.620674
3304,0,0,0.464257,0.452876,0.407376,0.270149,0.0695,0.284261,0.425056,0.473494,0.401662,0.478192,0.315676,0.718739,0.028956,0,0.613907,0.204652,0,0.216723,0,0,0.166761,0,0,0,0,0
3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,1.412259,1.18697,3.119122,3.216913,1.868197,2.73701,2.386009,2.956902,2.108843,2.955032,2.261328,2.854471,3.607246,2.250252,1.64235,2.419178,2.053197,1.747846,0.856038,1.944644,1.965318,1.669966,1.318016,1.748262,2.927071,1.521845,3.029004,2.443776
3307,9.67458,29.171821,29.365616,21.609539,17.231692,22.211534,20.037369,30.527191,17.102213,24.622039,18.881369,26.932092,22.952847,16.138352,28.139779,27.911012,11.400605,26.721519,17.469425,23.192475,24.161869,26.169076,26.515898,26.514134,22.570721,33.617554,24.872634,24.216012
3308,0.790967,3.889611,2.062059,1.409459,1.402356,1.891461,1.645833,2.562915,1.584692,2.933687,1.308277,3.035425,1.521411,1.565311,1.576527,2.756749,0.700561,2.672336,0.855683,3.022469,1.708846,3.012229,3.094669,2.2356,1.516055,4.520963,2.650879,3.136308
3309,0,0.551824,0.105468,0,0.008866,0,0,0.235449,0,0.401686,0.019521,0,0.201104,0.363057,0.330736,0.672097,0.218561,0,0,0.184462,0,0.211831,0.348649,0.118437,0.52538,0,0.420063,0.542375
3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148454,0,0,0,0,0,0,0,0,0,0,0,0
3311,0.057988,0.759432,0.707837,0.654664,0.634459,0.52959,0.656333,0.657138,0.318655,0.546873,0.466563,0.676393,0.975522,0.35657,0.720403,0.861114,0.573663,0.742361,0.140959,0.492161,0.601357,0.448486,0.552518,0.364084,1.183265,0.198073,0.621243,0.579944
3312,6.401551,8.137113,7.26432,6.741847,6.29865,7.389013,6.639096,7.238298,5.560123,8.01775,6.095697,8.416574,7.313546,5.13502,8.568069,7.175788,12.740109,10.80617,11.384127,7.774995,11.738148,8.031372,7.345343,7.482726,6.746029,9.968529,5.429841,7.359721
3313,0.189658,2.64849,0.907767,0.666937,0.905289,1.07647,0.507472,1.02121,0.607184,1.544308,0.69995,1.332013,0.854262,0.679159,1.056962,2.095384,0.648491,1.137982,0.217208,1.56526,1.773713,1.400884,2.06426,0.782923,0.986841,2.907389,1.315664,1.5187
3314,0.001142,0.487805,0.421899,0.080005,0.215702,0.055951,0.075652,0.095385,0.147949,0.612946,0.193,0.170499,0.184412,1.519379,0.595976,0.572955,0.418946,0.314489,0,0.244852,0,0,0.184777,0.066496,0,0,0.540858,0.091444
3315,0,0,0.082008,0,0,0,0,0,0,0.017203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,0.57969,0.511856,0.353118,0.285957,0.254998,0.148962,0.227673,0.182416,0.083717,0.352689,0.147025,0.360059,0.186866,0.228842,0.613154,0.005481,0.137678,0.104837,0.24503,0.064828,0.180607,0.072461,0.433289,0.514956,0.33017,0,0.52309,0.273757
3317,0.79793,0.728017,0.855313,0.781589,0.620909,0.644145,0.773052,1.174749,0.538756,0.867066,0.471691,1.001681,0.741761,0.341283,0.56902,0.852355,1.157569,0.8674,0.58774,0.897072,0.768766,1.200204,0.830143,0.830956,0.727371,0.407146,0.394661,1.248629
3318,0,0,0.170273,0.009087,0.009141,0,0,0.031832,0.073302,0.157356,0,0.016744,0.077837,0,0,0.06995,0,0,0,0.217976,0.021267,0.062887,0.042396,0.075109,0,0,0.078343,0.064978
3319,0,0.050139,0.064226,0.011543,0.092249,0,0,0,0.029419,0.24657,0,0,0.078847,0.36323,0,0.065386,0.003541,0,0,0,0,0.186925,0,0,0,0,0,0.085571
3320,0,0,0,0,0,0,0,0,0,0.498036,0,0,0,0,0,0,0,0,0.032186,0,0,0,0,0,0,0,0,0.011148
3321,2.078677,3.839538,1.819,1.517149,2.239912,1.950821,2.340592,1.115256,1.279147,1.533619,1.702747,1.621704,1.888258,1.686214,3.721327,5.489752,5.850456,4.201853,4.525609,4.661552,5.592095,3.891484,3.573919,5.552941,4.529371,3.727632,7.982147,4.271517
3322,0,0.116637,0,0,0,0,0.039319,0,0,0.011573,0,0,0,0,0.206118,0.408074,0,0,0,0.243217,0.026981,0.229075,0.385072,0.154152,0,0,0,0.10241
3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169456,0,0,0,0,0,0,0.046411,0
3324,1.015216,0.534956,0.860017,0.416376,0.613692,0.448688,0.495829,0.308657,0.499428,0.874463,0.567896,0.323194,0.603652,0.266898,0.536651,0.48717,1.458235,0.416796,0.623513,0.481377,0.444405,0.346344,0.628007,0.501976,0.563661,0.138325,0.702886,0.751364
3325,0,0,0,0,0.031631,0,0,0.008885,0,0.236254,0,0,0,0,0,0,0,0,0.32476,0,0,0,0,0,0,0,0,0
3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,1.272079,0.361586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867389,0,0,0,0,0,0,0,0,0,0.214113,0.083056
3328,0.317808,0.569078,0.08704,0.22913,0.558056,0.429464,0.157663,0.177259,0.057901,0.215605,0.111042,0.190265,0.279246,0.443569,0.779154,0.676796,0.677104,0.515137,0.349519,0.522886,0.267612,1.019129,0.504644,0.661659,0.683753,1.132318,2.101795,1.32545
3329,2.326288,0.693954,1.747729,1.550024,1.508456,1.551577,1.011534,1.485322,0.981551,1.38538,1.052008,1.238374,1.485361,1.256385,1.760443,1.501978,3.707494,2.108666,1.822555,0.852102,0.533549,1.923487,1.691479,1.262297,1.795618,2.156194,2.169821,1.456969
3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055804
3331,0.052969,0.790096,0.593181,0.411238,0.320841,0.036907,0.119646,0.385229,0.128249,0.320837,0.246882,0.257934,0.445018,0.257343,1.161789,0.85688,0.798753,0.56909,0.990878,0.544164,0.602962,1.035339,1.109905,0.668898,1.644257,0.606351,1.28962,1.086837
3332,0.749531,0.802789,0.470182,0.306141,0.221526,0.205274,0.159772,0.150262,0.121652,0.591623,0.210049,0.371144,0.449874,0.067901,1.073797,0.961986,0.884321,1.06581,1.117501,0.3917,1.07417,1.04567,0.82866,0.746893,0.872974,0.460817,1.107734,0.885298
3333,0,0.003277,0.531859,0.534535,0.475299,0.30949,0.290859,0.550274,0.292175,0.530709,0.193783,0.54382,0.481576,0.439259,0.517039,0.632378,0.104974,0.15441,0.306402,0.039413,0,0.536549,0.558935,0.594669,0.734975,0.708816,0.53241,0.639585
3334,0.176627,0.475788,0.060563,0.223497,0.234381,0.093472,0.045163,0.281717,0.184992,0.586271,0,0.043482,0.294417,0.303115,0.573186,0.444205,0.688937,0.097212,0,0.062351,0.341082,0.533417,0.864335,0.36664,1.008743,0.751425,1.417769,0.889196
3335,0,0.949757,0.397183,0.270863,0.277645,0.049328,0.089339,0.417359,0.286807,0.15807,0.136536,0.207329,0.25546,0.387113,1.051687,0.18379,0.263762,0.245177,0.760203,0.341228,0.212668,0.634227,0.552125,0.36657,0.842798,0.426838,1.172868,0.483041
3336,0,0,0.199192,0.165368,0.156267,0.039166,0.073776,0.160238,0.168152,0.446905,0.196715,0.203183,0.483478,0.300412,0.236797,0,0.099227,0,0,0.095393,0.149607,0.169756,0.200146,0.14329,0.52393,0.107954,0.619733,0.605226
3337,1.976018,1.55095,1.952738,1.614367,1.642836,1.66052,1.471847,1.5459,1.334612,1.883137,1.49972,1.490214,1.864626,1.492351,3.014388,1.398806,3.550315,2.85455,3.948054,2.061785,2.530497,2.518059,2.233625,3.097179,2.061261,2.324938,1.669159,2.163648
3338,0,1.210194,0.382703,0.261832,0.321108,0.073307,0.223568,0.288014,0.096706,0.31162,0.153159,0.091819,0.158819,0.20978,0.721128,0.687134,0.337605,1.026043,0.558025,0.483062,0.465301,0.902472,1.004359,0.859235,0.77915,1.166875,0.880458,0.56235
3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286934,0,0,0,0,0,0,0,0,0,0,0
3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099026,0,0,0,0,0
3341,2.617803,1.738672,3.366516,3.848033,2.887082,3.212926,2.77958,3.365126,2.575845,4.013538,2.725325,3.368362,3.859369,2.174575,2.637438,2.377453,2.384702,2.274136,4.346986,1.574537,2.797375,2.670374,2.288868,2.604075,3.074098,2.855815,2.03719,2.753566
3342,1.347844,1.345658,1.187412,1.312298,0.977014,1.122734,0.689339,0.818674,0.734309,1.224764,0.889943,1.063657,1.29186,0.615542,1.21118,1.337477,1.419443,1.009739,1.474515,0.877221,0.636747,1.889311,1.368241,1.704979,1.413698,1.337036,2.086934,1.756561
3343,0,0.023744,0.017955,0,0.131568,0,0,0,0,0.097955,0,0,0,0,0.333227,0,0,0,0.439672,0,0,0,0.094499,0.497106,0.025112,0.039332,0.053626,0.056495
3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,13.103822,12.107324,14.558483,14.33593,11.693951,15.083533,11.044792,18.314701,10.995969,17.613145,12.447755,12.875682,14.914665,12.155763,10.758524,13.947625,16.275378,12.973549,20.497037,9.746784,10.300191,10.609898,9.906172,10.575968,10.134518,14.382479,13.866538,10.837207
